timestamp_utc,water_temperature,sp_conductance,ph,do_concentration,do_saturation,turbidity,segment_id,high_turbidity
2014-08-12 16:00:00+00:00,6.17,0.025,7.16,12.41,100.2,1060.2,4,True
2014-08-12 17:00:00+00:00,6.02,0.028,7.22,12.44,100.0,1214.2,4,True
2014-08-12 18:00:00+00:00,5.9,0.03,7.3,12.5,100.2,1069.8,4,True
2014-08-12 19:00:00+00:00,5.93,0.03,7.33,12.52,100.4,1216.5,4,True
2014-08-12 20:00:00+00:00,5.95,0.031,7.34,12.51,100.3,1207.8,4,True
2014-08-12 21:00:00+00:00,6.12,0.03,7.31,12.48,100.6,1178.7,4,True
2014-08-12 22:00:00+00:00,6.29,0.029,7.28,12.45,100.7,768.2,4,True
2014-08-12 23:00:00+00:00,6.46,0.028,7.26,12.42,100.9,939.8,4,True
2014-08-13 00:00:00+00:00,6.5,0.028,7.24,12.4,100.9,711.2,4,True
2014-08-13 01:00:00+00:00,6.65,0.027,7.24,12.36,100.9,658.8,4,True
2014-08-13 02:00:00+00:00,6.47,0.027,7.23,12.37,100.6,448.7,4,True
2014-08-13 03:00:00+00:00,6.4,0.027,7.2,12.38,100.5,786.9,4,True
2014-08-13 04:00:00+00:00,6.25,0.026,7.17,12.42,100.4,396.0,4,True
2014-08-13 05:00:00+00:00,6.1,0.026,7.15,12.44,100.2,468.0,4,True
2014-08-13 08:00:00+00:00,5.61,0.026,7.15,12.56,99.9,510.6,4,True
2014-09-22 11:00:00+00:00,5.63,0.032,7.29,,,358.9,4,True
2014-09-22 14:00:00+00:00,5.23,0.035,7.36,,,351.9,4,True
2014-09-22 15:00:00+00:00,5.13,0.035,7.33,,,430.6,4,True
2014-09-22 17:00:00+00:00,4.99,0.035,7.31,,,363.5,4,True
2014-10-04 16:00:00+00:00,5.4,0.033,7.32,,,470.1,4,True
2014-10-04 17:00:00+00:00,5.33,0.034,7.35,,,427.5,4,True
2014-10-04 18:00:00+00:00,5.25,0.034,7.36,,,350.8,4,True
2014-10-04 19:00:00+00:00,5.18,0.035,7.36,,,440.8,4,True
2014-10-04 20:00:00+00:00,5.2,0.036,7.36,,,333.4,4,True
2014-10-04 21:00:00+00:00,5.23,0.037,7.37,,,356.6,4,True
2014-10-04 22:00:00+00:00,5.17,0.037,7.4,,,347.1,4,True
2014-10-04 23:00:00+00:00,5.06,0.038,7.38,,,529.4,4,True
2014-10-05 01:00:00+00:00,4.94,0.038,7.38,,,432.1,4,True
2014-10-05 04:00:00+00:00,4.73,0.039,7.37,,,326.1,4,True
2014-10-05 06:00:00+00:00,4.59,0.04,7.36,,,334.2,4,True
2014-10-05 08:00:00+00:00,4.54,0.041,7.36,,,326.3,4,True
2014-10-10 21:00:00+00:00,4.6,0.034,7.31,,,346.2,4,True
2014-10-10 22:00:00+00:00,4.59,0.037,7.39,,,875.2,4,True
2014-10-10 23:00:00+00:00,4.64,0.037,7.4,,,558.7,4,True
2014-10-11 00:00:00+00:00,4.66,0.037,7.39,,,580.5,4,True
2014-10-11 01:00:00+00:00,4.64,0.037,7.39,,,419.0,4,True
2014-10-11 02:00:00+00:00,4.62,0.039,7.39,,,466.9,4,True
2014-10-11 03:00:00+00:00,4.6,0.039,7.37,,,519.7,4,True
2014-10-11 04:00:00+00:00,4.59,0.039,7.38,,,594.7,4,True
2014-10-11 05:00:00+00:00,4.57,0.039,7.36,,,418.2,4,True
2014-10-11 06:00:00+00:00,4.57,0.038,7.36,,,431.0,4,True
2015-08-18 18:00:00+00:00,7.7,0.02,7.25,11.73,98.3,348.5,5,True
2015-08-18 21:00:00+00:00,7.93,0.022,7.39,11.72,98.8,459.2,5,True
2015-08-18 22:00:00+00:00,7.98,0.021,7.27,11.68,98.6,382.4,5,True
2015-08-18 23:00:00+00:00,7.92,0.022,7.34,11.68,98.4,436.4,5,True
2015-08-19 00:00:00+00:00,7.66,0.023,7.36,11.74,98.3,485.1,5,True
2015-08-19 01:00:00+00:00,7.33,0.024,7.4,11.83,98.2,621.8,5,True
2015-08-19 02:00:00+00:00,6.97,0.025,7.38,11.91,98.1,446.7,5,True
2015-08-19 03:00:00+00:00,6.7,0.026,7.4,11.99,98.1,369.4,5,True
2015-08-19 05:00:00+00:00,6.33,0.026,7.37,12.09,97.9,423.2,5,True
2015-08-19 06:00:00+00:00,6.14,0.026,7.37,12.13,97.8,320.2,5,True
2015-08-19 08:00:00+00:00,5.85,0.026,7.36,12.21,97.7,322.6,5,True
2015-08-22 18:00:00+00:00,5.61,0.027,7.29,12.15,96.7,1141.7,5,True
2015-09-11 07:00:00+00:00,6.45,0.043,8.82,11.93,96.9,1118.6,5,True
2015-09-11 08:00:00+00:00,6.7,0.04,8.57,11.88,97.1,924.8,5,True
2015-09-11 09:00:00+00:00,6.74,0.039,8.09,11.88,97.2,1181.3,5,True
2015-09-11 10:00:00+00:00,6.6,0.041,8.06,11.9,97.1,1199.8,5,True
2015-09-11 11:00:00+00:00,6.42,0.045,8.21,11.94,96.9,1205.9,5,True
2015-09-11 12:00:00+00:00,6.19,0.045,8.12,12.02,97.0,1202.6,5,True
2015-09-11 13:00:00+00:00,5.97,0.045,8.01,12.09,97.1,1197.5,5,True
2015-09-11 14:00:00+00:00,5.81,0.044,7.89,12.14,97.1,1200.3,5,True
2015-09-11 15:00:00+00:00,5.67,0.043,7.77,12.18,97.0,1081.6,5,True
2015-09-11 16:00:00+00:00,5.59,0.042,7.76,12.22,97.1,1195.6,5,True
2015-09-11 17:00:00+00:00,5.54,0.041,7.73,12.24,97.1,946.3,5,True
2015-09-11 18:00:00+00:00,5.48,0.041,7.67,12.28,97.3,1019.7,5,True
2015-09-11 19:00:00+00:00,5.46,0.041,7.66,12.29,97.4,804.3,5,True
2015-09-11 20:00:00+00:00,5.41,0.041,7.64,12.32,97.5,638.5,5,True
2015-09-11 21:00:00+00:00,5.39,0.042,7.7,12.35,97.7,607.3,5,True
2015-09-11 22:00:00+00:00,5.54,0.042,7.67,12.33,97.9,1004.6,5,True
2015-09-11 23:00:00+00:00,5.85,0.041,7.68,12.28,98.2,784.3,5,True
2015-09-12 00:00:00+00:00,5.85,0.042,7.66,12.25,98.0,638.9,5,True
2015-09-12 01:00:00+00:00,5.82,0.041,7.68,12.24,97.9,434.1,5,True
2015-09-12 02:00:00+00:00,5.79,0.041,7.66,12.23,97.7,525.5,5,True
2015-09-12 03:00:00+00:00,5.67,0.041,7.65,12.25,97.6,406.7,5,True
2015-09-12 04:00:00+00:00,5.56,0.04,7.62,12.27,97.5,379.7,5,True
2015-09-12 06:00:00+00:00,5.38,0.039,7.59,12.34,97.6,512.2,5,True
2015-09-12 08:00:00+00:00,5.31,0.038,7.57,12.37,97.6,322.0,5,True
2015-09-12 09:00:00+00:00,5.25,0.038,7.55,12.37,97.5,341.6,5,True
2015-09-12 11:00:00+00:00,5.05,0.039,7.55,12.42,97.4,379.5,5,True
2015-09-12 18:00:00+00:00,5.02,0.04,7.56,12.42,97.3,515.6,5,True
2015-09-13 01:00:00+00:00,6.07,0.04,7.58,12.16,97.8,329.2,5,True
2015-09-30 02:00:00+00:00,7.11,0.037,7.61,11.74,97.0,379.5,5,True
2015-09-30 04:00:00+00:00,6.76,0.037,7.64,11.84,96.9,527.5,5,True
2015-09-30 05:00:00+00:00,6.59,0.039,7.67,11.88,96.9,510.3,5,True
2015-09-30 06:00:00+00:00,6.33,0.041,7.76,11.95,96.8,863.0,5,True
2015-09-30 07:00:00+00:00,6.15,0.042,7.82,12.0,96.8,997.7,5,True
2015-09-30 08:00:00+00:00,6.08,0.042,7.81,12.04,96.9,945.3,5,True
2015-09-30 09:00:00+00:00,6.03,0.042,7.82,12.07,97.0,1174.5,5,True
2015-09-30 10:00:00+00:00,5.87,0.043,7.85,12.1,96.9,1194.8,5,True
2015-09-30 11:00:00+00:00,5.64,0.043,7.82,12.13,96.6,1195.1,5,True
2015-09-30 12:00:00+00:00,5.38,0.044,7.8,12.2,96.4,1191.8,5,True
2015-09-30 13:00:00+00:00,5.12,0.045,7.78,12.26,96.3,1193.5,5,True
2015-09-30 14:00:00+00:00,4.88,0.045,7.78,12.36,96.5,907.4,5,True
2015-09-30 15:00:00+00:00,4.64,0.045,7.74,12.44,96.5,1026.4,5,True
2015-09-30 16:00:00+00:00,4.45,0.046,7.73,12.49,96.4,1123.6,5,True
2015-09-30 17:00:00+00:00,4.28,0.046,7.72,12.56,96.5,1029.4,5,True
2015-09-30 18:00:00+00:00,4.22,0.047,7.73,12.59,96.6,876.5,5,True
2015-09-30 19:00:00+00:00,4.22,0.047,7.72,12.59,96.6,993.8,5,True
2015-09-30 20:00:00+00:00,4.3,0.047,7.73,12.58,96.8,886.6,5,True
2015-09-30 21:00:00+00:00,4.39,0.048,7.73,12.56,96.8,701.4,5,True
2015-09-30 22:00:00+00:00,4.5,0.048,7.71,12.53,96.9,838.4,5,True
2015-09-30 23:00:00+00:00,4.53,0.048,7.73,12.53,96.9,761.4,5,True
2015-10-01 00:00:00+00:00,4.55,0.048,7.71,12.51,96.8,628.7,5,True
2015-10-01 01:00:00+00:00,4.63,0.049,7.7,12.49,96.8,732.2,5,True
2015-10-01 02:00:00+00:00,4.61,0.049,7.69,12.48,96.8,477.9,5,True
2015-10-01 03:00:00+00:00,4.55,0.049,7.68,12.48,96.6,535.2,5,True
2015-10-01 04:00:00+00:00,4.49,0.049,7.68,12.49,96.5,525.7,5,True
2015-10-01 05:00:00+00:00,4.41,0.049,7.68,12.51,96.4,543.7,5,True
2015-10-01 06:00:00+00:00,4.3,0.049,7.66,12.54,96.4,704.1,5,True
2015-10-01 07:00:00+00:00,4.22,0.049,7.65,12.58,96.5,459.2,5,True
2015-10-01 08:00:00+00:00,4.16,0.049,7.65,12.62,96.7,391.1,5,True
2015-10-01 09:00:00+00:00,4.13,0.05,7.65,12.62,96.6,373.7,5,True
2015-10-01 10:00:00+00:00,4.12,0.05,7.64,12.63,96.6,354.9,5,True
2015-10-01 11:00:00+00:00,4.1,0.05,7.65,12.64,96.7,337.4,5,True
2015-10-01 12:00:00+00:00,4.1,0.05,7.62,12.65,96.8,378.8,5,True
2015-10-01 15:00:00+00:00,4.12,0.051,7.65,12.65,96.8,417.2,5,True
2015-10-02 01:00:00+00:00,4.57,0.051,7.64,12.65,97.9,377.2,5,True
2015-10-02 02:00:00+00:00,4.54,0.052,7.65,12.65,97.8,348.5,5,True
2015-10-10 07:00:00+00:00,4.79,0.047,7.66,12.07,94.0,469.3,5,True
2015-10-10 13:00:00+00:00,4.77,0.044,7.62,12.19,94.9,342.9,5,True
2015-10-10 19:00:00+00:00,4.65,0.044,7.61,12.26,95.1,383.3,5,True
2015-10-10 20:00:00+00:00,4.63,0.045,7.6,12.27,95.2,386.1,5,True
2015-10-17 20:00:00+00:00,5.0,0.044,7.55,12.31,96.4,328.6,5,True
2015-10-17 21:00:00+00:00,5.05,0.043,7.55,12.29,96.4,404.7,5,True
2015-10-17 22:00:00+00:00,5.03,0.042,7.55,12.3,96.4,368.1,5,True
2015-10-17 23:00:00+00:00,5.03,0.042,7.55,12.31,96.4,369.0,5,True
2015-10-18 02:00:00+00:00,5.17,0.039,7.57,12.3,96.7,372.3,5,True
2015-10-18 04:00:00+00:00,5.09,0.039,7.55,12.32,96.7,328.1,5,True
2015-10-18 05:00:00+00:00,5.01,0.04,7.53,12.34,96.7,480.3,5,True
2016-04-13 05:00:00+00:00,5.33,0.068,7.58,12.11,103.5,1056.5,6,True
2016-07-24 02:00:00+00:00,6.12,0.021,7.24,12.54,101.1,489.5,6,True
2016-07-24 03:00:00+00:00,6.17,0.022,7.26,12.52,101.0,471.8,6,True
2016-07-24 04:00:00+00:00,6.05,0.023,7.27,12.53,100.8,456.6,6,True
2016-07-24 05:00:00+00:00,5.93,0.023,7.28,12.55,100.6,507.8,6,True
2016-07-24 06:00:00+00:00,5.78,0.024,7.3,12.61,100.7,379.8,6,True
2016-07-24 09:00:00+00:00,5.46,0.023,7.24,12.69,100.5,354.3,6,True
2016-07-28 21:00:00+00:00,6.39,0.022,7.23,12.71,103.1,341.1,6,True
2016-08-12 19:00:00+00:00,6.01,0.022,7.16,12.76,102.5,372.2,6,True
2016-08-15 13:00:00+00:00,5.6,0.024,7.2,12.75,101.4,365.3,6,True
2016-08-26 17:00:00+00:00,6.24,0.027,7.33,12.56,101.5,360.4,6,True
2016-09-13 13:00:00+00:00,7.01,0.036,7.55,12.31,101.4,643.8,6,True
2016-09-13 14:00:00+00:00,7.14,0.049,8.32,12.25,101.2,1035.0,6,True
2016-09-13 15:00:00+00:00,7.05,0.046,8.22,12.25,101.0,645.6,6,True
2016-09-13 16:00:00+00:00,6.98,0.043,7.84,12.26,101.0,519.9,6,True
2016-09-13 17:00:00+00:00,6.91,0.041,7.62,12.31,101.2,407.3,6,True
2016-09-13 18:00:00+00:00,6.99,0.038,7.51,12.31,101.4,487.2,6,True
2016-09-13 19:00:00+00:00,7.04,0.045,7.79,12.27,101.2,680.1,6,True
2016-09-13 20:00:00+00:00,7.06,0.047,7.97,12.28,101.4,532.9,6,True
2016-09-13 21:00:00+00:00,7.05,0.045,7.79,12.29,101.4,389.1,6,True
2016-09-13 22:00:00+00:00,6.93,0.044,7.65,12.31,101.2,372.6,6,True
2016-09-14 00:00:00+00:00,6.71,0.042,7.51,12.37,101.2,327.8,6,True
2016-09-14 02:00:00+00:00,6.45,0.043,7.49,12.43,101.0,425.9,6,True
2016-09-14 05:00:00+00:00,6.09,0.043,7.47,12.52,100.8,335.6,6,True
2016-09-14 06:00:00+00:00,5.97,0.043,7.46,12.56,100.8,372.2,6,True
2016-09-14 08:00:00+00:00,5.79,0.043,7.44,12.6,100.7,388.9,6,True
2016-09-14 09:00:00+00:00,5.71,0.043,7.43,12.62,100.7,363.0,6,True
2017-05-22 08:00:00+00:00,4.48,0.035,7.41,13.66,105.5,326.6,7,True
2017-05-22 14:00:00+00:00,3.85,0.035,7.4,13.91,105.7,368.0,7,True
2017-05-22 15:00:00+00:00,3.77,0.036,7.41,13.94,105.7,434.8,7,True
2017-05-22 16:00:00+00:00,3.71,0.037,7.42,13.96,105.7,506.7,7,True
2017-05-22 17:00:00+00:00,3.7,0.037,7.43,13.97,105.8,425.3,7,True
2017-05-22 18:00:00+00:00,3.72,0.037,7.43,13.96,105.7,546.2,7,True
2017-05-22 19:00:00+00:00,3.82,0.038,7.45,13.94,105.8,524.1,7,True
2017-05-22 20:00:00+00:00,3.98,0.038,7.44,13.89,105.9,710.9,7,True
2017-05-22 21:00:00+00:00,4.18,0.038,7.46,13.84,106.1,461.3,7,True
2017-05-22 22:00:00+00:00,4.2,0.038,7.46,13.8,105.8,402.2,7,True
2017-05-22 23:00:00+00:00,4.23,0.038,7.46,13.78,105.8,403.3,7,True
2017-05-23 00:00:00+00:00,4.32,0.038,7.46,13.73,105.6,446.9,7,True
2017-05-23 01:00:00+00:00,4.42,0.039,7.46,13.68,105.5,506.5,7,True
2017-05-23 02:00:00+00:00,4.41,0.039,7.46,13.67,105.4,324.4,7,True
2017-05-23 03:00:00+00:00,4.31,0.039,7.46,13.68,105.2,449.9,7,True
2017-05-23 04:00:00+00:00,4.22,0.039,7.45,13.7,105.1,433.6,7,True
2017-06-09 15:00:00+00:00,4.47,0.032,7.4,13.58,104.9,417.4,7,True
2017-06-09 19:00:00+00:00,5.23,0.033,7.45,13.42,105.7,332.3,7,True
2017-07-30 16:00:00+00:00,4.91,0.031,7.41,13.54,105.8,604.8,7,True
2017-07-30 17:00:00+00:00,4.92,0.034,7.5,13.56,106.0,1045.9,7,True
2017-07-30 18:00:00+00:00,5.08,0.036,7.53,13.56,106.4,981.8,7,True
2017-07-30 19:00:00+00:00,5.18,0.036,7.54,13.53,106.5,915.6,7,True
2017-07-30 20:00:00+00:00,5.39,0.035,7.54,13.47,106.5,708.9,7,True
2017-07-30 21:00:00+00:00,5.72,0.034,7.58,13.37,106.6,668.3,7,True
2017-07-30 22:00:00+00:00,6.1,0.033,7.51,13.26,106.8,534.2,7,True
2017-07-30 23:00:00+00:00,6.38,0.032,7.51,13.17,106.8,416.3,7,True
2017-07-31 00:00:00+00:00,6.62,0.032,7.48,13.09,106.8,464.5,7,True
2017-07-31 01:00:00+00:00,6.77,0.031,7.44,13.02,106.6,398.1,7,True
2017-07-31 02:00:00+00:00,6.8,0.03,7.46,12.99,106.5,416.6,7,True
2017-07-31 03:00:00+00:00,6.71,0.03,7.44,13.0,106.3,417.4,7,True
2017-07-31 04:00:00+00:00,6.48,0.03,7.46,13.04,106.0,330.2,7,True
2017-08-31 01:00:00+00:00,6.33,0.034,7.53,12.98,105.2,523.2,7,True
2017-08-31 02:00:00+00:00,6.07,0.037,7.64,13.06,105.1,637.2,7,True
2017-08-31 03:00:00+00:00,5.84,0.034,7.55,13.15,105.2,342.5,7,True
2017-08-31 04:00:00+00:00,5.65,0.032,7.49,13.23,105.3,341.4,7,True
2017-08-31 05:00:00+00:00,5.51,0.032,7.45,13.26,105.2,332.7,7,True
2017-08-31 07:00:00+00:00,5.21,0.032,7.44,13.37,105.3,405.5,7,True
2017-08-31 08:00:00+00:00,5.11,0.032,7.41,13.4,105.2,397.9,7,True
2017-09-07 04:00:00+00:00,5.93,0.025,7.26,13.18,105.7,345.9,7,True
2017-09-07 06:00:00+00:00,5.52,0.026,7.25,13.29,105.4,452.0,7,True
2017-09-07 09:00:00+00:00,5.75,0.025,7.25,13.23,105.6,364.1,7,True
2017-09-07 10:00:00+00:00,5.78,0.026,7.27,13.2,105.4,607.9,7,True
2017-09-07 11:00:00+00:00,5.77,0.028,7.3,13.17,105.2,583.0,7,True
2017-09-07 12:00:00+00:00,5.74,0.031,7.44,13.16,105.0,842.4,7,True
2017-09-07 13:00:00+00:00,5.69,0.032,7.53,13.16,104.9,534.3,7,True
2017-09-07 14:00:00+00:00,5.58,0.032,7.46,13.18,104.8,602.0,7,True
2017-09-07 15:00:00+00:00,5.45,0.031,7.37,13.29,105.3,559.2,7,True
2017-09-07 16:00:00+00:00,5.45,0.03,7.34,13.3,105.4,639.7,7,True
2017-09-07 17:00:00+00:00,5.45,0.03,7.34,13.32,105.5,450.3,7,True
2017-09-07 18:00:00+00:00,5.4,0.03,7.34,13.36,105.7,344.2,7,True
2017-09-07 19:00:00+00:00,5.41,0.031,7.35,13.35,105.7,488.6,7,True
2017-09-07 20:00:00+00:00,5.43,0.031,7.34,13.35,105.7,576.1,7,True
2017-09-07 22:00:00+00:00,5.6,0.031,7.34,13.3,105.7,326.8,7,True
2017-09-07 23:00:00+00:00,5.64,0.031,7.34,13.28,105.7,332.7,7,True
2018-05-07 09:00:00+00:00,3.4,0.049,7.31,,,365.4,10,True
2018-05-07 10:00:00+00:00,3.09,0.049,7.31,,,451.4,10,True
2018-07-11 11:00:00+00:00,5.58,0.025,7.0,12.65,100.6,371.7,10,True
2018-08-08 10:00:00+00:00,5.92,0.021,6.79,12.39,99.3,323.1,10,True
2018-08-08 21:00:00+00:00,5.62,0.021,6.84,12.5,99.5,321.9,10,True
2018-08-08 22:00:00+00:00,5.74,0.021,6.85,12.48,99.6,321.4,10,True
2018-08-09 07:00:00+00:00,5.57,0.022,6.85,12.48,99.1,352.8,10,True
2018-08-09 09:00:00+00:00,5.4,0.022,6.85,12.51,98.9,328.0,10,True
2018-08-09 13:00:00+00:00,5.42,0.024,6.88,12.46,98.6,360.2,10,True
2018-08-09 14:00:00+00:00,5.44,0.023,6.82,12.46,98.7,431.1,10,True
2018-08-09 15:00:00+00:00,5.49,0.023,6.8,12.43,98.6,432.0,10,True
2018-08-09 16:00:00+00:00,5.68,0.023,6.77,12.35,98.4,499.0,10,True
2018-08-09 17:00:00+00:00,5.77,0.025,6.86,12.3,98.2,803.4,10,True
2018-08-09 18:00:00+00:00,5.79,0.025,6.81,12.26,98.0,549.3,10,True
2018-08-09 19:00:00+00:00,5.85,0.028,7.0,12.24,98.0,642.9,10,True
2018-08-09 20:00:00+00:00,5.95,0.033,7.35,12.22,98.1,594.7,10,True
2018-08-09 21:00:00+00:00,6.06,0.032,7.21,12.18,98.0,565.3,10,True
2018-08-09 22:00:00+00:00,6.15,0.03,7.12,12.18,98.2,393.1,10,True
2018-08-09 23:00:00+00:00,6.2,0.029,7.02,12.18,98.4,359.8,10,True
2018-08-10 00:00:00+00:00,6.22,0.028,6.97,12.18,98.4,356.7,10,True
2018-08-10 02:00:00+00:00,6.32,0.027,6.92,12.2,98.8,351.1,10,True
2018-08-10 08:00:00+00:00,5.99,0.03,7.0,12.31,98.9,476.0,10,True
2018-08-10 09:00:00+00:00,5.95,0.031,7.09,12.33,98.9,348.3,10,True
2018-08-10 10:00:00+00:00,5.87,0.03,7.05,12.36,99.0,328.4,10,True
2018-08-10 11:00:00+00:00,5.75,0.03,6.99,12.41,99.0,342.1,10,True
2018-10-14 21:00:00+00:00,5.64,0.034,7.14,12.41,98.8,584.7,10,True
2018-10-14 22:00:00+00:00,5.62,0.034,7.14,12.4,98.7,539.6,10,True
2018-10-14 23:00:00+00:00,5.66,0.034,7.15,12.4,98.7,465.5,10,True
2018-10-15 00:00:00+00:00,5.72,0.034,7.15,12.35,98.5,402.8,10,True
2018-10-15 01:00:00+00:00,5.77,0.035,7.15,12.34,98.6,410.7,10,True
2018-10-15 08:00:00+00:00,5.88,0.031,7.05,12.38,99.1,375.7,10,True
2018-10-15 09:00:00+00:00,5.9,0.031,7.01,12.38,99.2,425.3,10,True
2018-10-15 10:00:00+00:00,5.91,0.031,7.02,12.37,99.2,333.9,10,True
2018-10-15 11:00:00+00:00,5.87,0.031,7.02,12.38,99.1,341.0,10,True
2018-10-15 12:00:00+00:00,5.81,0.032,7.03,12.39,99.1,504.4,10,True
2018-10-15 13:00:00+00:00,5.72,0.033,7.04,12.41,99.0,585.9,10,True
2018-10-15 14:00:00+00:00,5.61,0.034,7.05,12.45,99.0,413.2,10,True
2018-10-15 15:00:00+00:00,5.56,0.035,7.08,12.47,99.1,464.7,10,True
2018-10-15 16:00:00+00:00,5.54,0.035,7.1,12.48,99.1,519.3,10,True
2018-10-15 17:00:00+00:00,5.54,0.036,7.11,12.47,99.0,344.1,10,True
2018-10-15 18:00:00+00:00,5.53,0.037,7.12,12.45,98.9,398.3,10,True
2018-10-16 00:00:00+00:00,5.76,0.037,7.13,12.4,99.0,443.9,10,True
2018-10-16 06:00:00+00:00,5.39,0.042,7.2,12.42,98.2,349.9,10,True
2018-10-16 08:00:00+00:00,5.15,0.043,7.21,12.48,98.1,396.7,10,True
2018-10-16 09:00:00+00:00,5.01,0.044,7.22,12.5,97.9,352.6,10,True
2018-10-16 11:00:00+00:00,4.71,0.046,7.25,12.56,97.6,510.4,10,True
2018-10-16 12:00:00+00:00,4.59,0.046,7.25,12.58,97.5,331.7,10,True
2018-10-16 13:00:00+00:00,4.48,0.046,7.24,12.6,97.3,355.8,10,True
2018-10-16 14:00:00+00:00,4.39,0.047,7.25,12.61,97.2,327.0,10,True
2018-10-16 15:00:00+00:00,4.32,0.047,7.24,12.64,97.3,322.9,10,True
2019-06-30 09:00:00+00:00,6.49,0.023,7.16,12.55,102.1,339.4,11,True
2019-08-07 09:00:00+00:00,6.33,0.019,6.93,12.72,103.0,345.0,11,True
2019-09-14 07:00:00+00:00,5.37,0.03,7.21,12.8,101.2,445.7,11,True
2019-09-14 08:00:00+00:00,5.15,0.031,7.19,12.87,101.2,340.6,11,True
2019-09-19 12:00:00+00:00,6.37,0.026,7.07,12.57,101.9,320.9,11,True
2019-09-19 14:00:00+00:00,6.2,0.028,7.1,12.63,101.9,460.9,11,True
2019-09-19 15:00:00+00:00,6.02,0.03,7.13,12.68,101.9,648.3,11,True
2019-09-19 16:00:00+00:00,5.74,0.036,7.37,12.77,101.9,720.5,11,True
2019-09-19 17:00:00+00:00,5.65,0.036,7.35,12.79,101.9,583.8,11,True
2019-09-19 18:00:00+00:00,5.54,0.034,7.28,12.83,101.9,472.2,11,True
2019-09-19 19:00:00+00:00,5.51,0.034,7.26,12.86,102.0,358.9,11,True
2019-09-21 06:00:00+00:00,6.01,0.03,7.12,12.59,101.1,389.7,11,True
2019-09-21 07:00:00+00:00,6.14,0.048,8.8,12.51,100.8,1302.6,11,True
2019-09-21 08:00:00+00:00,6.13,0.04,7.8,12.53,101.0,795.6,11,True
2019-09-21 09:00:00+00:00,6.18,0.038,7.48,12.5,100.9,827.5,11,True
2019-09-21 10:00:00+00:00,6.23,0.038,7.45,12.5,101.0,1299.1,11,True
2019-09-21 11:00:00+00:00,6.22,0.039,7.44,12.49,100.9,1241.6,11,True
