timestamp_utc,turbidity,year,period
2022-10-14 02:00:00+00:00,389.5,2022,validation
2022-10-14 03:00:00+00:00,371.8,2022,validation
2022-10-14 04:00:00+00:00,354.0,2022,validation
2022-10-14 05:00:00+00:00,357.5,2022,validation
2022-10-14 06:00:00+00:00,344.3,2022,validation
2022-10-14 07:00:00+00:00,319.9,2022,validation
2023-04-28 00:00:00+00:00,1158.3,2023,test
2023-05-05 23:00:00+00:00,341.3,2023,test
2023-06-05 03:00:00+00:00,395.1,2023,test
2023-06-27 03:00:00+00:00,366.6,2023,test
2023-06-27 07:00:00+00:00,373.3,2023,test
2023-07-03 07:00:00+00:00,348.6,2023,test
2023-07-03 08:00:00+00:00,406.7,2023,test
2023-07-03 09:00:00+00:00,390.8,2023,test
2023-07-03 10:00:00+00:00,407.9,2023,test
2023-07-03 11:00:00+00:00,336.3,2023,test
2023-07-03 12:00:00+00:00,406.6,2023,test
2023-07-03 13:00:00+00:00,393.8,2023,test
2023-07-03 15:00:00+00:00,382.2,2023,test
2023-07-03 16:00:00+00:00,374.1,2023,test
2023-07-03 17:00:00+00:00,346.7,2023,test
2023-07-03 20:00:00+00:00,1046.9,2023,test
2023-07-03 21:00:00+00:00,383.1,2023,test
2023-07-04 07:00:00+00:00,537.8,2023,test
2023-07-04 08:00:00+00:00,490.4,2023,test
2023-07-04 09:00:00+00:00,426.0,2023,test
2023-07-04 10:00:00+00:00,533.6,2023,test
2023-07-04 11:00:00+00:00,409.7,2023,test
2023-07-04 12:00:00+00:00,482.9,2023,test
2023-07-04 13:00:00+00:00,515.6,2023,test
2023-07-04 14:00:00+00:00,428.5,2023,test
2023-07-04 15:00:00+00:00,429.1,2023,test
2023-07-04 16:00:00+00:00,339.6,2023,test
2023-07-04 17:00:00+00:00,472.4,2023,test
2023-07-04 18:00:00+00:00,431.7,2023,test
2023-07-04 20:00:00+00:00,367.6,2023,test
2023-07-04 21:00:00+00:00,424.1,2023,test
2023-07-04 22:00:00+00:00,399.3,2023,test
2023-07-04 23:00:00+00:00,399.4,2023,test
2023-07-05 00:00:00+00:00,398.1,2023,test
2023-07-05 02:00:00+00:00,394.5,2023,test
2023-07-05 03:00:00+00:00,418.3,2023,test
2023-07-05 04:00:00+00:00,401.3,2023,test
2023-07-05 05:00:00+00:00,423.7,2023,test
2023-07-05 06:00:00+00:00,489.5,2023,test
2023-07-05 07:00:00+00:00,494.1,2023,test
2023-07-05 08:00:00+00:00,398.6,2023,test
2023-07-05 09:00:00+00:00,345.2,2023,test
2023-07-05 12:00:00+00:00,468.6,2023,test
2023-07-05 13:00:00+00:00,488.5,2023,test
2023-07-05 14:00:00+00:00,477.2,2023,test
2023-07-05 15:00:00+00:00,484.3,2023,test
2023-07-05 16:00:00+00:00,500.0,2023,test
2023-07-05 17:00:00+00:00,435.5,2023,test
2023-07-05 18:00:00+00:00,441.7,2023,test
2023-07-06 19:00:00+00:00,417.5,2023,test
2023-07-06 20:00:00+00:00,322.6,2023,test
2023-07-06 21:00:00+00:00,413.7,2023,test
2023-07-06 22:00:00+00:00,433.2,2023,test
2023-07-06 23:00:00+00:00,346.2,2023,test
2023-07-07 00:00:00+00:00,377.6,2023,test
2023-07-07 02:00:00+00:00,349.0,2023,test
2023-07-07 03:00:00+00:00,378.1,2023,test
2023-07-07 05:00:00+00:00,449.7,2023,test
2023-07-07 06:00:00+00:00,351.1,2023,test
2023-07-08 14:00:00+00:00,325.9,2023,test
2023-07-11 19:00:00+00:00,323.4,2023,test
2023-07-11 21:00:00+00:00,364.1,2023,test
2023-07-11 23:00:00+00:00,356.5,2023,test
2023-07-12 00:00:00+00:00,353.3,2023,test
2023-07-12 01:00:00+00:00,337.4,2023,test
2023-07-12 03:00:00+00:00,322.5,2023,test
2023-07-12 04:00:00+00:00,384.7,2023,test
2023-07-12 05:00:00+00:00,324.7,2023,test
2023-07-12 06:00:00+00:00,331.9,2023,test
2023-07-12 07:00:00+00:00,368.1,2023,test
2023-07-12 08:00:00+00:00,379.9,2023,test
2023-07-12 11:00:00+00:00,346.2,2023,test
2023-07-12 13:00:00+00:00,392.1,2023,test
2023-07-12 15:00:00+00:00,389.0,2023,test
2023-07-12 16:00:00+00:00,325.5,2023,test
2023-07-12 17:00:00+00:00,420.1,2023,test
2023-07-12 18:00:00+00:00,324.9,2023,test
2023-07-12 20:00:00+00:00,441.0,2023,test
2023-07-12 21:00:00+00:00,355.9,2023,test
2023-07-12 22:00:00+00:00,372.2,2023,test
2023-07-12 23:00:00+00:00,330.6,2023,test
2023-07-13 00:00:00+00:00,409.1,2023,test
2023-07-13 01:00:00+00:00,359.9,2023,test
2023-07-13 02:00:00+00:00,373.8,2023,test
2023-07-13 03:00:00+00:00,382.5,2023,test
2023-07-13 04:00:00+00:00,341.2,2023,test
2023-07-13 05:00:00+00:00,321.5,2023,test
2023-07-13 08:00:00+00:00,426.9,2023,test
2023-07-13 09:00:00+00:00,342.9,2023,test
2023-07-13 10:00:00+00:00,380.2,2023,test
2023-07-13 11:00:00+00:00,361.0,2023,test
2023-07-13 12:00:00+00:00,409.3,2023,test
2023-07-13 13:00:00+00:00,395.0,2023,test
2023-07-13 14:00:00+00:00,421.7,2023,test
2023-07-13 15:00:00+00:00,388.5,2023,test
2023-07-13 16:00:00+00:00,469.3,2023,test
2023-07-13 17:00:00+00:00,458.2,2023,test
2023-07-13 18:00:00+00:00,476.1,2023,test
2023-07-13 19:00:00+00:00,456.9,2023,test
2023-07-13 20:00:00+00:00,343.9,2023,test
